Iteration,Timestep,StratumID,SecondaryStratumID,TertiaryStratumID,StateClassID,AgeMin,AgeMax,FlowGroupID,FlowMultiplierTypeID,Value,DistributionType,DistributionFrequencyID,DistributionSD,DistributionMin,DistributionMax
,,,,,Forest: California Mixed Conifer Group,10,10,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0924,,,,,
,,,,,Forest: California Mixed Conifer Group,10,10,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2043,,,,,
,,,,,Forest: California Mixed Conifer Group,10,10,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1537,,,,,
,,,,,Forest: California Mixed Conifer Group,10,10,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0898,,,,,
,,,,,Forest: California Mixed Conifer Group,10,10,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.4598,,,,,
,,,,,Forest: California Mixed Conifer Group,11,11,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0928,,,,,
,,,,,Forest: California Mixed Conifer Group,11,11,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2105,,,,,
,,,,,Forest: California Mixed Conifer Group,11,11,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1478,,,,,
,,,,,Forest: California Mixed Conifer Group,11,11,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0973,,,,,
,,,,,Forest: California Mixed Conifer Group,11,11,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.4517,,,,,
,,,,,Forest: California Mixed Conifer Group,12,12,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0931,,,,,
,,,,,Forest: California Mixed Conifer Group,12,12,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2159,,,,,
,,,,,Forest: California Mixed Conifer Group,12,12,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1428,,,,,
,,,,,Forest: California Mixed Conifer Group,12,12,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.1048,,,,,
,,,,,Forest: California Mixed Conifer Group,12,12,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.4434,,,,,
,,,,,Forest: California Mixed Conifer Group,13,13,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0936,,,,,
,,,,,Forest: California Mixed Conifer Group,13,13,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2207,,,,,
,,,,,Forest: California Mixed Conifer Group,13,13,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1385,,,,,
,,,,,Forest: California Mixed Conifer Group,13,13,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.1122,,,,,
,,,,,Forest: California Mixed Conifer Group,13,13,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.4349,,,,,
,,,,,Forest: California Mixed Conifer Group,14,14,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0941,,,,,
,,,,,Forest: California Mixed Conifer Group,14,14,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2249,,,,,
,,,,,Forest: California Mixed Conifer Group,14,14,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1350,,,,,
,,,,,Forest: California Mixed Conifer Group,14,14,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.1197,,,,,
,,,,,Forest: California Mixed Conifer Group,14,14,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.4264,,,,,
,,,,,Forest: California Mixed Conifer Group,15,15,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0946,,,,,
,,,,,Forest: California Mixed Conifer Group,15,15,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2286,,,,,
,,,,,Forest: California Mixed Conifer Group,15,15,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1320,,,,,
,,,,,Forest: California Mixed Conifer Group,15,15,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.1272,,,,,
,,,,,Forest: California Mixed Conifer Group,15,15,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.4178,,,,,
,,,,,Forest: California Mixed Conifer Group,16,16,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0951,,,,,
,,,,,Forest: California Mixed Conifer Group,16,16,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2318,,,,,
,,,,,Forest: California Mixed Conifer Group,16,16,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1294,,,,,
,,,,,Forest: California Mixed Conifer Group,16,16,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.1346,,,,,
,,,,,Forest: California Mixed Conifer Group,16,16,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.4091,,,,,
,,,,,Forest: California Mixed Conifer Group,17,17,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0955,,,,,
,,,,,Forest: California Mixed Conifer Group,17,17,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2347,,,,,
,,,,,Forest: California Mixed Conifer Group,17,17,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1272,,,,,
,,,,,Forest: California Mixed Conifer Group,17,17,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.1421,,,,,
,,,,,Forest: California Mixed Conifer Group,17,17,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.4005,,,,,
,,,,,Forest: California Mixed Conifer Group,18,18,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0960,,,,,
,,,,,Forest: California Mixed Conifer Group,18,18,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2372,,,,,
,,,,,Forest: California Mixed Conifer Group,18,18,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1254,,,,,
,,,,,Forest: California Mixed Conifer Group,18,18,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.1496,,,,,
,,,,,Forest: California Mixed Conifer Group,18,18,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.3917,,,,,
,,,,,Forest: California Mixed Conifer Group,19,19,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0965,,,,,
,,,,,Forest: California Mixed Conifer Group,19,19,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2395,,,,,
,,,,,Forest: California Mixed Conifer Group,19,19,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1239,,,,,
,,,,,Forest: California Mixed Conifer Group,19,19,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.1571,,,,,
,,,,,Forest: California Mixed Conifer Group,19,19,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.3831,,,,,
,,,,,Forest: California Mixed Conifer Group,20,20,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0969,,,,,
,,,,,Forest: California Mixed Conifer Group,20,20,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2415,,,,,
,,,,,Forest: California Mixed Conifer Group,20,20,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1227,,,,,
,,,,,Forest: California Mixed Conifer Group,20,20,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.1645,,,,,
,,,,,Forest: California Mixed Conifer Group,20,20,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.3744,,,,,
,,,,,Forest: California Mixed Conifer Group,21,21,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0973,,,,,
,,,,,Forest: California Mixed Conifer Group,21,21,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2434,,,,,
,,,,,Forest: California Mixed Conifer Group,21,21,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1217,,,,,
,,,,,Forest: California Mixed Conifer Group,21,21,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.1719,,,,,
,,,,,Forest: California Mixed Conifer Group,21,21,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.3657,,,,,
,,,,,Forest: California Mixed Conifer Group,22,22,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0977,,,,,
,,,,,Forest: California Mixed Conifer Group,22,22,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2451,,,,,
,,,,,Forest: California Mixed Conifer Group,22,22,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1209,,,,,
,,,,,Forest: California Mixed Conifer Group,22,22,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.1792,,,,,
,,,,,Forest: California Mixed Conifer Group,22,22,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.3570,,,,,
,,,,,Forest: California Mixed Conifer Group,23,23,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0981,,,,,
,,,,,Forest: California Mixed Conifer Group,23,23,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2467,,,,,
,,,,,Forest: California Mixed Conifer Group,23,23,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1204,,,,,
,,,,,Forest: California Mixed Conifer Group,23,23,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.1865,,,,,
,,,,,Forest: California Mixed Conifer Group,23,23,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.3484,,,,,
,,,,,Forest: California Mixed Conifer Group,24,24,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0984,,,,,
,,,,,Forest: California Mixed Conifer Group,24,24,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2482,,,,,
,,,,,Forest: California Mixed Conifer Group,24,24,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1200,,,,,
,,,,,Forest: California Mixed Conifer Group,24,24,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.1936,,,,,
,,,,,Forest: California Mixed Conifer Group,24,24,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.3397,,,,,
,,,,,Forest: California Mixed Conifer Group,25,25,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0987,,,,,
,,,,,Forest: California Mixed Conifer Group,25,25,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2497,,,,,
,,,,,Forest: California Mixed Conifer Group,25,25,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1197,,,,,
,,,,,Forest: California Mixed Conifer Group,25,25,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2007,,,,,
,,,,,Forest: California Mixed Conifer Group,25,25,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.3311,,,,,
,,,,,Forest: California Mixed Conifer Group,26,26,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0990,,,,,
,,,,,Forest: California Mixed Conifer Group,26,26,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2512,,,,,
,,,,,Forest: California Mixed Conifer Group,26,26,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1196,,,,,
,,,,,Forest: California Mixed Conifer Group,26,26,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2076,,,,,
,,,,,Forest: California Mixed Conifer Group,26,26,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.3226,,,,,
,,,,,Forest: California Mixed Conifer Group,27,27,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0993,,,,,
,,,,,Forest: California Mixed Conifer Group,27,27,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2526,,,,,
,,,,,Forest: California Mixed Conifer Group,27,27,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1197,,,,,
,,,,,Forest: California Mixed Conifer Group,27,27,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2143,,,,,
,,,,,Forest: California Mixed Conifer Group,27,27,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.3142,,,,,
,,,,,Forest: California Mixed Conifer Group,28,28,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0857,,,,,
,,,,,Forest: California Mixed Conifer Group,28,28,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3037,,,,,
,,,,,Forest: California Mixed Conifer Group,28,28,Net Growth Forest: Atmosphere -> Foliage [Type],,0.0998,,,,,
,,,,,Forest: California Mixed Conifer Group,28,28,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.4891,,,,,
,,,,,Forest: California Mixed Conifer Group,28,28,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.0217,,,,,
,,,,,Forest: California Mixed Conifer Group,29,29,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0910,,,,,
,,,,,Forest: California Mixed Conifer Group,29,29,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2939,,,,,
,,,,,Forest: California Mixed Conifer Group,29,29,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1283,,,,,
,,,,,Forest: California Mixed Conifer Group,29,29,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2385,,,,,
,,,,,Forest: California Mixed Conifer Group,29,29,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2484,,,,,
,,,,,Forest: California Mixed Conifer Group,30,30,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0921,,,,,
,,,,,Forest: California Mixed Conifer Group,30,30,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2924,,,,,
,,,,,Forest: California Mixed Conifer Group,30,30,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1284,,,,,
,,,,,Forest: California Mixed Conifer Group,30,30,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2404,,,,,
,,,,,Forest: California Mixed Conifer Group,30,30,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2467,,,,,
,,,,,Forest: California Mixed Conifer Group,31,31,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0932,,,,,
,,,,,Forest: California Mixed Conifer Group,31,31,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2909,,,,,
,,,,,Forest: California Mixed Conifer Group,31,31,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1284,,,,,
,,,,,Forest: California Mixed Conifer Group,31,31,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2423,,,,,
,,,,,Forest: California Mixed Conifer Group,31,31,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2452,,,,,
,,,,,Forest: California Mixed Conifer Group,32,32,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0943,,,,,
,,,,,Forest: California Mixed Conifer Group,32,32,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2893,,,,,
,,,,,Forest: California Mixed Conifer Group,32,32,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1285,,,,,
,,,,,Forest: California Mixed Conifer Group,32,32,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2441,,,,,
,,,,,Forest: California Mixed Conifer Group,32,32,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2437,,,,,
,,,,,Forest: California Mixed Conifer Group,33,33,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0953,,,,,
,,,,,Forest: California Mixed Conifer Group,33,33,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2882,,,,,
,,,,,Forest: California Mixed Conifer Group,33,33,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1288,,,,,
,,,,,Forest: California Mixed Conifer Group,33,33,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2451,,,,,
,,,,,Forest: California Mixed Conifer Group,33,33,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2426,,,,,
,,,,,Forest: California Mixed Conifer Group,34,34,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0963,,,,,
,,,,,Forest: California Mixed Conifer Group,34,34,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2868,,,,,
,,,,,Forest: California Mixed Conifer Group,34,34,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1289,,,,,
,,,,,Forest: California Mixed Conifer Group,34,34,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2466,,,,,
,,,,,Forest: California Mixed Conifer Group,34,34,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2414,,,,,
,,,,,Forest: California Mixed Conifer Group,35,35,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0971,,,,,
,,,,,Forest: California Mixed Conifer Group,35,35,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2859,,,,,
,,,,,Forest: California Mixed Conifer Group,35,35,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1293,,,,,
,,,,,Forest: California Mixed Conifer Group,35,35,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2472,,,,,
,,,,,Forest: California Mixed Conifer Group,35,35,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2405,,,,,
,,,,,Forest: California Mixed Conifer Group,36,36,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0982,,,,,
,,,,,Forest: California Mixed Conifer Group,36,36,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2844,,,,,
,,,,,Forest: California Mixed Conifer Group,36,36,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1295,,,,,
,,,,,Forest: California Mixed Conifer Group,36,36,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2486,,,,,
,,,,,Forest: California Mixed Conifer Group,36,36,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2394,,,,,
,,,,,Forest: California Mixed Conifer Group,37,37,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0989,,,,,
,,,,,Forest: California Mixed Conifer Group,37,37,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2836,,,,,
,,,,,Forest: California Mixed Conifer Group,37,37,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1298,,,,,
,,,,,Forest: California Mixed Conifer Group,37,37,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2489,,,,,
,,,,,Forest: California Mixed Conifer Group,37,37,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2387,,,,,
,,,,,Forest: California Mixed Conifer Group,38,38,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0998,,,,,
,,,,,Forest: California Mixed Conifer Group,38,38,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2825,,,,,
,,,,,Forest: California Mixed Conifer Group,38,38,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1302,,,,,
,,,,,Forest: California Mixed Conifer Group,38,38,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2496,,,,,
,,,,,Forest: California Mixed Conifer Group,38,38,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2380,,,,,
,,,,,Forest: California Mixed Conifer Group,39,39,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.1006,,,,,
,,,,,Forest: California Mixed Conifer Group,39,39,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2813,,,,,
,,,,,Forest: California Mixed Conifer Group,39,39,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1305,,,,,
,,,,,Forest: California Mixed Conifer Group,39,39,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2504,,,,,
,,,,,Forest: California Mixed Conifer Group,39,39,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2372,,,,,
,,,,,Forest: California Mixed Conifer Group,40,40,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.1014,,,,,
,,,,,Forest: California Mixed Conifer Group,40,40,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2805,,,,,
,,,,,Forest: California Mixed Conifer Group,40,40,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1310,,,,,
,,,,,Forest: California Mixed Conifer Group,40,40,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2504,,,,,
,,,,,Forest: California Mixed Conifer Group,40,40,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2368,,,,,
,,,,,Forest: California Mixed Conifer Group,41,41,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.1021,,,,,
,,,,,Forest: California Mixed Conifer Group,41,41,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2795,,,,,
,,,,,Forest: California Mixed Conifer Group,41,41,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1314,,,,,
,,,,,Forest: California Mixed Conifer Group,41,41,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2508,,,,,
,,,,,Forest: California Mixed Conifer Group,41,41,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2362,,,,,
,,,,,Forest: California Mixed Conifer Group,42,42,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.1028,,,,,
,,,,,Forest: California Mixed Conifer Group,42,42,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2787,,,,,
,,,,,Forest: California Mixed Conifer Group,42,42,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1318,,,,,
,,,,,Forest: California Mixed Conifer Group,42,42,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2509,,,,,
,,,,,Forest: California Mixed Conifer Group,42,42,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2358,,,,,
,,,,,Forest: California Mixed Conifer Group,43,43,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.1035,,,,,
,,,,,Forest: California Mixed Conifer Group,43,43,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2778,,,,,
,,,,,Forest: California Mixed Conifer Group,43,43,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1323,,,,,
,,,,,Forest: California Mixed Conifer Group,43,43,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2510,,,,,
,,,,,Forest: California Mixed Conifer Group,43,43,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2354,,,,,
,,,,,Forest: California Mixed Conifer Group,44,44,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.1042,,,,,
,,,,,Forest: California Mixed Conifer Group,44,44,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2771,,,,,
,,,,,Forest: California Mixed Conifer Group,44,44,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1328,,,,,
,,,,,Forest: California Mixed Conifer Group,44,44,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2508,,,,,
,,,,,Forest: California Mixed Conifer Group,44,44,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2351,,,,,
,,,,,Forest: California Mixed Conifer Group,45,45,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.1049,,,,,
,,,,,Forest: California Mixed Conifer Group,45,45,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2761,,,,,
,,,,,Forest: California Mixed Conifer Group,45,45,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1332,,,,,
,,,,,Forest: California Mixed Conifer Group,45,45,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2510,,,,,
,,,,,Forest: California Mixed Conifer Group,45,45,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2348,,,,,
,,,,,Forest: California Mixed Conifer Group,46,46,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.1054,,,,,
,,,,,Forest: California Mixed Conifer Group,46,46,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2756,,,,,
,,,,,Forest: California Mixed Conifer Group,46,46,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1338,,,,,
,,,,,Forest: California Mixed Conifer Group,46,46,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2505,,,,,
,,,,,Forest: California Mixed Conifer Group,46,46,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2346,,,,,
,,,,,Forest: California Mixed Conifer Group,47,47,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.1060,,,,,
,,,,,Forest: California Mixed Conifer Group,47,47,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2750,,,,,
,,,,,Forest: California Mixed Conifer Group,47,47,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1344,,,,,
,,,,,Forest: California Mixed Conifer Group,47,47,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2501,,,,,
,,,,,Forest: California Mixed Conifer Group,47,47,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2345,,,,,
,,,,,Forest: California Mixed Conifer Group,48,48,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.1066,,,,,
,,,,,Forest: California Mixed Conifer Group,48,48,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2743,,,,,
,,,,,Forest: California Mixed Conifer Group,48,48,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1349,,,,,
,,,,,Forest: California Mixed Conifer Group,48,48,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2498,,,,,
,,,,,Forest: California Mixed Conifer Group,48,48,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2344,,,,,
,,,,,Forest: California Mixed Conifer Group,49,49,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.1072,,,,,
,,,,,Forest: California Mixed Conifer Group,49,49,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2737,,,,,
,,,,,Forest: California Mixed Conifer Group,49,49,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1354,,,,,
,,,,,Forest: California Mixed Conifer Group,49,49,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2494,,,,,
,,,,,Forest: California Mixed Conifer Group,49,49,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2343,,,,,
,,,,,Forest: California Mixed Conifer Group,50,50,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.1077,,,,,
,,,,,Forest: California Mixed Conifer Group,50,50,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2730,,,,,
,,,,,Forest: California Mixed Conifer Group,50,50,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1359,,,,,
,,,,,Forest: California Mixed Conifer Group,50,50,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2491,,,,,
,,,,,Forest: California Mixed Conifer Group,50,50,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2342,,,,,
,,,,,Forest: California Mixed Conifer Group,51,51,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.1082,,,,,
,,,,,Forest: California Mixed Conifer Group,51,51,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2727,,,,,
,,,,,Forest: California Mixed Conifer Group,51,51,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1366,,,,,
,,,,,Forest: California Mixed Conifer Group,51,51,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2482,,,,,
,,,,,Forest: California Mixed Conifer Group,51,51,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2344,,,,,
,,,,,Forest: California Mixed Conifer Group,52,52,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.1087,,,,,
,,,,,Forest: California Mixed Conifer Group,52,52,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2720,,,,,
,,,,,Forest: California Mixed Conifer Group,52,52,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1371,,,,,
,,,,,Forest: California Mixed Conifer Group,52,52,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2479,,,,,
,,,,,Forest: California Mixed Conifer Group,52,52,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2343,,,,,
,,,,,Forest: California Mixed Conifer Group,53,53,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.1091,,,,,
,,,,,Forest: California Mixed Conifer Group,53,53,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2719,,,,,
,,,,,Forest: California Mixed Conifer Group,53,53,Net Growth Forest: Atmosphere -> Foliage [Type],,0.1378,,,,,
,,,,,Forest: California Mixed Conifer Group,53,53,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.2468,,,,,
,,,,,Forest: California Mixed Conifer Group,53,53,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.2345,,,,,
,,,,,Forest: California Mixed Conifer Group,54,54,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.1096,,,,,
,,,,,Forest: California Mixed Conifer Group,54,54,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.2713,,,,,
