DistributionTypeID,ExternalVariableTypeID,ExternalVariableMin,ExternalVariableMax,Value,ValueDistributionRelativeFrequency
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,48,48,0.9184917732133051,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,66,66,0.9184917732133051,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,84,84,0.9184917732133051,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,102,102,0.9184917732133051,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,120,120,0.9184917732133051,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,138,138,0.9184917732133051,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,156,156,0.9184917732133051,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,13,13,0.7412033481828356,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,31,31,0.7412033481828356,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,49,49,0.7412033481828356,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,67,67,0.7412033481828356,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,85,85,0.7412033481828356,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,103,103,0.7412033481828356,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,121,121,0.7412033481828356,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,139,139,0.7412033481828356,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,157,157,0.7412033481828356,1
Wetland: Palustrine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Palustrine Emergent,6,6,0.8224814769210805,1
Wetland: Palustrine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Palustrine Emergent,12,12,0.8224814769210805,1
Wetland: Palustrine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Palustrine Emergent,18,18,0.8224814769210805,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,14,14,0.7655161455356695,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,32,32,0.7655161455356695,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,50,50,0.7655161455356695,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,68,68,0.7655161455356695,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,86,86,0.7655161455356695,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,104,104,0.7655161455356695,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,122,122,0.7655161455356695,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,140,140,0.7655161455356695,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,158,158,0.7655161455356695,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,15,15,0.8445473316635845,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,33,33,0.8445473316635845,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,51,51,0.8445473316635845,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,69,69,0.8445473316635845,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,87,87,0.8445473316635845,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,105,105,0.8445473316635845,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,123,123,0.8445473316635845,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,141,141,0.8445473316635845,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,159,159,0.8445473316635845,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,16,16,0.9187626695085955,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,34,34,0.9187626695085955,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,52,52,0.9187626695085955,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,70,70,0.9187626695085955,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,88,88,0.9187626695085955,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,106,106,0.9187626695085955,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,124,124,0.9187626695085955,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,142,142,0.9187626695085955,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,160,160,0.9187626695085955,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,17,17,0.7372292638057487,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,35,35,0.7372292638057487,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,53,53,0.7372292638057487,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,71,71,0.7372292638057487,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,89,89,0.7372292638057487,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,107,107,0.7372292638057487,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,125,125,0.7372292638057487,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,143,143,0.7372292638057487,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,161,161,0.7372292638057487,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,18,18,0.6948502904473889,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,36,36,0.6948502904473889,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,54,54,0.6948502904473889,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,72,72,0.6948502904473889,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,90,90,0.6948502904473889,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,108,108,0.6948502904473889,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,126,126,0.6948502904473889,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,144,144,0.6948502904473889,1
Wetland: Estuarine Emergent Biomass Turnover: Foliage -> AG Very Fast,Site ID Wetland: Estuarine Emergent,162,162,0.6948502904473889,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,1,1,0.9683897806002454,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,19,19,0.9683897806002454,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,37,37,0.9683897806002454,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,55,55,0.9683897806002454,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,73,73,0.9683897806002454,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,91,91,0.9683897806002454,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,109,109,0.9683897806002454,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,127,127,0.9683897806002454,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,145,145,0.9683897806002454,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,2,2,0.8595372917003721,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,20,20,0.8595372917003721,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,38,38,0.8595372917003721,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,56,56,0.8595372917003721,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,74,74,0.8595372917003721,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,92,92,0.8595372917003721,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,110,110,0.8595372917003721,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,128,128,0.8595372917003721,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,146,146,0.8595372917003721,1
Wetland: Palustrine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Palustrine Emergent,1,1,0.815170443672945,1
Wetland: Palustrine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Palustrine Emergent,7,7,0.815170443672945,1
Wetland: Palustrine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Palustrine Emergent,13,13,0.815170443672945,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,3,3,0.8404828879512425,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,21,21,0.8404828879512425,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,39,39,0.8404828879512425,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,57,57,0.8404828879512425,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,75,75,0.8404828879512425,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,93,93,0.8404828879512425,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,111,111,0.8404828879512425,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,129,129,0.8404828879512425,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,147,147,0.8404828879512425,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,4,4,0.8326090313472018,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,22,22,0.8326090313472018,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,40,40,0.8326090313472018,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,58,58,0.8326090313472018,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,76,76,0.8326090313472018,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,94,94,0.8326090313472018,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,112,112,0.8326090313472018,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,130,130,0.8326090313472018,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,148,148,0.8326090313472018,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,5,5,0.7385989463286138,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,23,23,0.7385989463286138,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,41,41,0.7385989463286138,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,59,59,0.7385989463286138,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,77,77,0.7385989463286138,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,95,95,0.7385989463286138,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,113,113,0.7385989463286138,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,131,131,0.7385989463286138,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,149,149,0.7385989463286138,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,6,6,0.8944472455444241,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,24,24,0.8944472455444241,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,42,42,0.8944472455444241,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,60,60,0.8944472455444241,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,78,78,0.8944472455444241,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,96,96,0.8944472455444241,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,114,114,0.8944472455444241,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,132,132,0.8944472455444241,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,150,150,0.8944472455444241,1
Wetland: Palustrine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Palustrine Emergent,2,2,0.8499585790166171,1
Wetland: Palustrine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Palustrine Emergent,8,8,0.8499585790166171,1
Wetland: Palustrine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Palustrine Emergent,14,14,0.8499585790166171,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,7,7,0.9158215962441314,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,25,25,0.9158215962441314,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,43,43,0.9158215962441314,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,61,61,0.9158215962441314,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,79,79,0.9158215962441314,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,97,97,0.9158215962441314,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,115,115,0.9158215962441314,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,133,133,0.9158215962441314,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,151,151,0.9158215962441314,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,8,8,0.7831150298149943,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,26,26,0.7831150298149943,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,44,44,0.7831150298149943,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,62,62,0.7831150298149943,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,80,80,0.7831150298149943,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,98,98,0.7831150298149943,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,116,116,0.7831150298149943,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,134,134,0.7831150298149943,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,152,152,0.7831150298149943,1
Wetland: Palustrine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Palustrine Emergent,3,3,0.8397821654150296,1
Wetland: Palustrine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Palustrine Emergent,9,9,0.8397821654150296,1
Wetland: Palustrine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Palustrine Emergent,15,15,0.8397821654150296,1
Wetland: Palustrine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Palustrine Emergent,4,4,0.6678641952356787,1
Wetland: Palustrine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Palustrine Emergent,10,10,0.6678641952356787,1
Wetland: Palustrine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Palustrine Emergent,16,16,0.6678641952356787,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,9,9,0.7447570061245592,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,27,27,0.7447570061245592,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,45,45,0.7447570061245592,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,63,63,0.7447570061245592,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,81,81,0.7447570061245592,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,99,99,0.7447570061245592,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,117,117,0.7447570061245592,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,135,135,0.7447570061245592,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,153,153,0.7447570061245592,1
Wetland: Palustrine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Palustrine Emergent,5,5,0.862325671098468,1
Wetland: Palustrine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Palustrine Emergent,11,11,0.862325671098468,1
Wetland: Palustrine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Palustrine Emergent,17,17,0.862325671098468,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,10,10,0.9258779737821654,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,28,28,0.9258779737821654,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,46,46,0.9258779737821654,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,64,64,0.9258779737821654,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,82,82,0.9258779737821654,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,100,100,0.9258779737821654,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,118,118,0.9258779737821654,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,136,136,0.9258779737821654,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,154,154,0.9258779737821654,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,11,11,0.7503857252822153,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,29,29,0.7503857252822153,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,47,47,0.7503857252822153,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,65,65,0.7503857252822153,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,83,83,0.7503857252822153,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,101,101,0.7503857252822153,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,119,119,0.7503857252822153,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,137,137,0.7503857252822153,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,155,155,0.7503857252822153,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,12,12,0.7703852024746795,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,30,30,0.7703852024746795,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,48,48,0.7703852024746795,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,66,66,0.7703852024746795,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,84,84,0.7703852024746795,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,102,102,0.7703852024746795,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,120,120,0.7703852024746795,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,138,138,0.7703852024746795,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,156,156,0.7703852024746795,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,13,13,0.9799397230865082,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,31,31,0.9799397230865082,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,49,49,0.9799397230865082,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,67,67,0.9799397230865082,1
Wetland: Estuarine Emergent Biomass Turnover: Fine Roots -> BG Very Fast,Site ID Wetland: Estuarine Emergent,85,85,0.9799397230865082,1
