estuary,plot,bd,moist,som
Ten_Thousand_Islands,38,0.52,59.60,14.59
Ten_Thousand_Islands,39,0.27,77.53,30.61
Ten_Thousand_Islands,40,0.22,78.45,30.80
Ten_Thousand_Islands,41,0.22,78.04,39.32
Ten_Thousand_Islands,42,0.22,77.58,37.96
Ten_Thousand_Islands,43,0.27,73.97,34.58
Ten_Thousand_Islands,44,0.22,78.19,62.35
Ten_Thousand_Islands,45,0.66,55.86,16.60
Ten_Thousand_Islands,46,0.33,71.84,23.41
Ten_Thousand_Islands,47,0.20,80.43,42.08
Ten_Thousand_Islands,48,0.17,82.73,49.17
Ten_Thousand_Islands,49,0.16,84.36,54.78
Ten_Thousand_Islands,50,0.15,85.02,60.27
Ten_Thousand_Islands,51,0.17,83.19,55.31
Ten_Thousand_Islands,52,0.14,82.82,61.92
Ten_Thousand_Islands,53,0.14,85.68,60.94
Ten_Thousand_Islands,54,0.53,59.98,14.29
Ten_Thousand_Islands,55,0.57,53.78,13.11
Ten_Thousand_Islands,56,0.48,61.17,15.68
Ten_Thousand_Islands,57,0.53,58.75,14.54
Ten_Thousand_Islands,58,0.40,65.40,18.55
Ten_Thousand_Islands,59,0.26,75.13,37.29
Ten_Thousand_Islands,60,0.18,81.76,45.13
Ten_Thousand_Islands,61,0.21,80.02,41.46
Ten_Thousand_Islands,62,0.90,38.50,4.58
Ten_Thousand_Islands,63,0.79,42.57,4.80
Ten_Thousand_Islands,64,0.88,45.63,4.62
Ten_Thousand_Islands,65,1.11,37.22,3.32
Ten_Thousand_Islands,66,1.14,37.26,3.88
Ten_Thousand_Islands,67,0.93,37.37,4.37
Ten_Thousand_Islands,68,0.81,45.07,4.05
Ten_Thousand_Islands,69,0.73,54.73,7.19
Ten_Thousand_Islands,70,0.74,48.82,7.79
Ten_Thousand_Islands,71,1.13,32.41,3.53
Ten_Thousand_Islands,72,1.00,38.16,5.56
Ten_Thousand_Islands,73,0.77,46.68,6.64
Ten_Thousand_Islands,74,1.05,40.32,4.10
Ten_Thousand_Islands,75,0.12,82.65,66.67
Ten_Thousand_Islands,76,0.61,42.78,12.10
Ten_Thousand_Islands,77,0.69,42.24,13.45
Ten_Thousand_Islands,78,0.93,42.49,3.31
Ten_Thousand_Islands,79,0.85,41.67,2.79
Ten_Thousand_Islands,80,0.61,52.82,4.31
Ten_Thousand_Islands,81,0.86,40.53,5.32
Ten_Thousand_Islands,82,0.80,44.79,5.13
Ten_Thousand_Islands,83,0.84,48.36,5.39
Ten_Thousand_Islands,84,0.65,48.46,5.93
Ten_Thousand_Islands,85,0.86,38.95,5.31
Ten_Thousand_Islands,86,0.88,36.73,4.44
Ten_Thousand_Islands,87,0.73,48.11,6.64
Ten_Thousand_Islands,88,0.85,49.22,6.67
Ten_Thousand_Islands,89,0.93,48.51,5.60
Ten_Thousand_Islands,90,0.83,47.37,4.83
Ten_Thousand_Islands,91,1.09,35.03,3.92
Ten_Thousand_Islands,92,0.93,45.92,5.69
Ten_Thousand_Islands,93,0.73,43.97,7.89
Ten_Thousand_Islands,94,1.18,33.17,2.47
Ten_Thousand_Islands,95,1.13,33.72,3.28
Ten_Thousand_Islands,96,1.24,29.59,2.08
Ten_Thousand_Islands,97,1.36,29.01,2.85
