Iteration,Timestep,StratumID,SecondaryStratumID,TertiaryStratumID,StateClassID,AgeMin,AgeMax,FlowGroupID,FlowMultiplierTypeID,Value,DistributionType,DistributionFrequencyID,DistributionSD,DistributionMin,DistributionMax
,,,,Exotic Hardwoods Group,Forest:All,207,207,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,207,207,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,207,207,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,207,207,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,208,208,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,208,208,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,208,208,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,208,208,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,208,208,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,209,209,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,209,209,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,209,209,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,209,209,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,209,209,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,210,210,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,210,210,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,210,210,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,210,210,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,210,210,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,211,211,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,211,211,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,211,211,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,211,211,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,211,211,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,212,212,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,212,212,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,212,212,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,212,212,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,212,212,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,213,213,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,213,213,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,213,213,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,213,213,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,213,213,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,214,214,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,214,214,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,214,214,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,214,214,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,214,214,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,215,215,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,215,215,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,215,215,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,215,215,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,215,215,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,216,216,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,216,216,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,216,216,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,216,216,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,216,216,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,217,217,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,217,217,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,217,217,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,217,217,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,217,217,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,218,218,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,218,218,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,218,218,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,218,218,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,218,218,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,219,219,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,219,219,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,219,219,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,219,219,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,219,219,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,220,220,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,220,220,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,220,220,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,220,220,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,220,220,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,221,221,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,221,221,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,221,221,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,221,221,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,221,221,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,222,222,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,222,222,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,222,222,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,222,222,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,222,222,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,223,223,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,223,223,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,223,223,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,223,223,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,223,223,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,224,224,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,224,224,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,224,224,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,224,224,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,224,224,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,225,225,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,225,225,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,225,225,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,225,225,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,225,225,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,226,226,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,226,226,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,226,226,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,226,226,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,226,226,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,227,227,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,227,227,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,227,227,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,227,227,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,227,227,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,228,228,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,228,228,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,228,228,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,228,228,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,228,228,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,229,229,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,229,229,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,229,229,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,229,229,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,229,229,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,230,230,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,230,230,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,230,230,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,230,230,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,230,230,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,231,231,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,231,231,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,231,231,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,231,231,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,231,231,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,232,232,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,232,232,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,232,232,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,232,232,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,232,232,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,233,233,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,233,233,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,233,233,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,233,233,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,233,233,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,234,234,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,234,234,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,234,234,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,234,234,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,234,234,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,235,235,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,235,235,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,235,235,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,235,235,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,235,235,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,236,236,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,236,236,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,236,236,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,236,236,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,236,236,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,237,237,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,237,237,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,237,237,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,237,237,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,237,237,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,238,238,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,238,238,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,238,238,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,238,238,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,238,238,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,239,239,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,239,239,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,239,239,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,239,239,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,239,239,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,240,240,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,240,240,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,240,240,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,240,240,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,240,240,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,241,241,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,241,241,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,241,241,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,241,241,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,241,241,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,242,242,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,242,242,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,242,242,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,242,242,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,242,242,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,243,243,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,243,243,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,243,243,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,243,243,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,243,243,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,244,244,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,244,244,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,244,244,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,244,244,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,244,244,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,245,245,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,245,245,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,245,245,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,245,245,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,245,245,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,246,246,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,246,246,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,246,246,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,246,246,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,246,246,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,247,247,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,247,247,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,247,247,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,247,247,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,247,247,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,248,248,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,248,248,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,248,248,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,248,248,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,248,248,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,249,249,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
,,,,Exotic Hardwoods Group,Forest:All,249,249,Net Growth Forest: Atmosphere -> Fine Roots [Type],,0.3523,,,,,
,,,,Exotic Hardwoods Group,Forest:All,249,249,Net Growth Forest: Atmosphere -> Foliage [Type],,0.3997,,,,,
,,,,Exotic Hardwoods Group,Forest:All,249,249,Net Growth Forest: Atmosphere -> Merchantable [Type],,0.0468,,,,,
,,,,Exotic Hardwoods Group,Forest:All,249,249,Net Growth Forest: Atmosphere -> Other Wood [Type],,0.1455,,,,,
,,,,Exotic Hardwoods Group,Forest:All,250,250,Net Growth Forest: Atmosphere -> Coarse Roots [Type],,0.0556,,,,,
